Cluster	ClusterEnrichmentScore	Category	Terms	Count	X.	PValue	List.Total	Pop.Hits	Pop.Total	Fold.Enrichment	Bonferroni	Benjamini	FDR	GenesIDs	Genes
1	1.25099989714652	GOTERM_BP_ALL	GO:0044707:single-multicellular organism process	5	45.45454545454545	0.20631129181921345	8	5943	16792	1.7659431263671548	1.0	0.9996487218218351	97.26519053568072	1644,627,1813,6571,3760	DDC,BDNF,DRD2,SLC18A2,KCNJ3
1	1.25099989714652	GOTERM_CC_ALL	GO:0044459:plasma membrane part	3	27.27272727272727	0.21085904837759867	7	2635	18224	2.9640552995391705	0.9999999999921892	0.612190606034474	93.05039279307448	1813,6571,3760	DRD2,SLC18A2,KCNJ3
1	1.25099989714652	GOTERM_CC_ALL	GO:0005886:plasma membrane	4	36.36363636363637	0.22325412614613474	7	5141	18224	2.025620362908828	0.999999999998587	0.6226101159599429	94.18512095978124	5173,1813,6571,3760	PDYN,DRD2,SLC18A2,KCNJ3
1	1.25099989714652	GOTERM_BP_ALL	GO:0042221:response to chemical	4	36.36363636363637	0.23360862556270867	8	4117	16792	2.039349040563517	1.0	0.999797443480141	98.4144698635668	1644,627,1813,6571	DDC,BDNF,DRD2,SLC18A2
1	1.25099989714652	GOTERM_CC_ALL	GO:0071944:cell periphery	4	36.36363636363637	0.2345040676011473	7	5256	18224	1.9813002826701458	0.9999999999997077	0.6303528989769189	95.0660295511876	5173,1813,6571,3760	PDYN,DRD2,SLC18A2,KCNJ3
1	1.25099989714652	GOTERM_BP_ALL	GO:0032879:regulation of localization	3	27.27272727272727	0.27579061882915756	8	2473	16792	2.5463000404367166	1.0	0.9999340400432203	99.3435377230392	627,1813,3760	BDNF,DRD2,KCNJ3
1	1.25099989714652	GOTERM_CC_ALL	GO:0016021:integral component of membrane	4	36.36363636363637	0.2978214454428109	7	5872	18224	1.7734527053328142	1.0	0.7199657051979879	98.1336243683905	627,1813,6571,3760	BDNF,DRD2,SLC18A2,KCNJ3
1	1.25099989714652	GOTERM_BP_ALL	GO:0006810:transport	4	36.36363636363637	0.30295460940351726	8	4663	16792	1.8005575809564658	1.0	0.9999586754852916	99.63809377750214	1644,1813,6571,3760	DDC,DRD2,SLC18A2,KCNJ3
1	1.25099989714652	GOTERM_BP_ALL	GO:0071702:organic substance transport	3	27.27272727272727	0.3064789777991757	8	2657	16792	2.3699661272111405	1.0	0.9999510959854134	99.66556937054162	1644,1813,6571	DDC,DRD2,SLC18A2
1	1.25099989714652	GOTERM_BP_ALL	GO:0051239:regulation of multicellular organismal process	3	27.27272727272727	0.3068135732734504	8	2659	16792	2.3681835276419707	1.0	0.9999353435857137	99.66807376532113	627,1813,3760	BDNF,DRD2,KCNJ3
1	1.25099989714652	GOTERM_CC_ALL	GO:0031224:intrinsic component of membrane	4	36.36363636363637	0.3094841678794346	7	5981	18224	1.741132634294313	1.0	0.7247662322509498	98.45440863375433	627,1813,6571,3760	BDNF,DRD2,SLC18A2,KCNJ3
1	1.25099989714652	GOTERM_BP_ALL	GO:0051716:cellular response to stimulus	5	45.45454545454545	0.3143530872188113	8	6927	16792	1.5150858957701747	1.0	0.9999356043873961	99.72006202620626	5173,118987,1644,627,1813	PDYN,PDZD8,DDC,BDNF,DRD2
1	1.25099989714652	GOTERM_BP_ALL	GO:0051234:establishment of localization	4	36.36363636363637	0.31972628161919	8	4790	16792	1.7528183716075154	1.0	0.9999307642029843	99.75234881791094	1644,1813,6571,3760	DDC,DRD2,SLC18A2,KCNJ3
1	1.25099989714652	GOTERM_BP_ALL	GO:0007275:multicellular organism development	4	36.36363636363637	0.3313215300188388	8	4877	16792	1.7215501332786551	1.0	0.9999408235140658	99.81052903161896	1644,627,1813,6571	DDC,BDNF,DRD2,SLC18A2
1	1.25099989714652	GOTERM_BP_ALL	GO:0010033:response to organic substance	3	27.27272727272727	0.3341136922284932	8	2822	16792	2.231396172927002	1.0	0.9999307200985199	99.82248434293886	1644,1813,6571	DDC,DRD2,SLC18A2
1	1.25099989714652	GOTERM_CC_ALL	GO:0012505:endomembrane system	3	27.27272727272727	0.3760663374785087	7	3878	18224	2.0139983791350473	1.0	0.796486998936316	99.50653320926939	1644,1813,6571	DDC,DRD2,SLC18A2
1	1.25099989714652	GOTERM_BP_ALL	GO:0044763:single-organism cellular process	7	63.63636363636363	0.3961498901953397	8	12256	16792	1.1988413838120104	1.0	0.9999906113133719	99.96130106421326	5173,118987,1644,627,1813,6571,3760	PDYN,PDZD8,DDC,BDNF,DRD2,SLC18A2,KCNJ3
1	1.25099989714652	GOTERM_BP_ALL	GO:0044767:single-organism developmental process	4	36.36363636363637	0.4125673395831547	8	5475	16792	1.5335159817351598	1.0	0.9999932323601095	99.97480961160878	1644,627,1813,6571	DDC,BDNF,DRD2,SLC18A2
1	1.25099989714652	GOTERM_CC_ALL	GO:0044425:membrane part	4	36.36363636363637	0.4292252566019616	7	7057	18224	1.4756574019716997	1.0	0.8404210742441814	99.81895260281011	627,1813,6571,3760	BDNF,DRD2,SLC18A2,KCNJ3
1	1.25099989714652	GOTERM_BP_ALL	GO:0050794:regulation of cellular process	6	54.54545454545454	0.47452523669547736	8	10489	16792	1.2006864334064258	1.0	0.9999988905869348	99.99556138282902	5173,118987,627,1813,6571,3760	PDYN,PDZD8,BDNF,DRD2,SLC18A2,KCNJ3
1	1.25099989714652	GOTERM_CC_ALL	GO:0005576:extracellular region	3	27.27272727272727	0.4747844793227549	7	4623	18224	1.68944099378882	1.0	0.8706815598085219	99.92904223231383	5173,1644,627	PDYN,DDC,BDNF
1	1.25099989714652	GOTERM_BP_ALL	GO:0050789:regulation of biological process	6	54.54545454545454	0.5332612378955888	8	10922	16792	1.1530855154733566	1.0	0.9999998705449721	99.99929949068328	5173,118987,627,1813,6571,3760	PDYN,PDZD8,BDNF,DRD2,SLC18A2,KCNJ3
1	1.25099989714652	GOTERM_CC_ALL	GO:0044464:cell part	7	63.63636363636363	0.5406748661178471	7	16449	18224	1.1079092953978964	1.0	0.9093433835354576	99.98431543428005	5173,118987,1644,627,1813,6571,3760	PDYN,PDZD8,DDC,BDNF,DRD2,SLC18A2,KCNJ3
1	1.25099989714652	GOTERM_CC_ALL	GO:0044444:cytoplasmic part	4	36.36363636363637	0.5461680451973827	7	8090	18224	1.2872329154158573	1.0	0.9065272079546821	99.98630262259721	1644,627,1813,6571	DDC,BDNF,DRD2,SLC18A2
1	1.25099989714652	GOTERM_CC_ALL	GO:0005623:cell	7	63.63636363636363	0.5464203511623599	7	16478	18224	1.105959461099648	1.0	0.9005053836237653	99.98638812338797	5173,118987,1644,627,1813,6571,3760	PDYN,PDZD8,DDC,BDNF,DRD2,SLC18A2,KCNJ3
1	1.25099989714652	GOTERM_BP_ALL	GO:0044699:single-organism process	7	63.63636363636363	0.5674411540681115	8	13377	16792	1.098377812663527	1.0	0.9999999604789516	99.9997857349851	5173,118987,1644,627,1813,6571,3760	PDYN,PDZD8,DDC,BDNF,DRD2,SLC18A2,KCNJ3
1	1.25099989714652	GOTERM_BP_ALL	GO:0048523:negative regulation of cellular process	3	27.27272727272727	0.5701040464978602	8	4300	16792	1.464418604651163	1.0	0.9999999489489653	99.99980538412561	627,1813,6571	BDNF,DRD2,SLC18A2
1	1.25099989714652	GOTERM_BP_ALL	GO:0009987:cellular process	8	72.72727272727273	0.5860252121825482	8	15558	16792	1.0793161074688264	1.0	0.9999999647106055	99.9998918835048	5173,118987,1644,627,1813,6571,255239,3760	PDYN,PDZD8,DDC,BDNF,DRD2,SLC18A2,ANKK1,KCNJ3
1	1.25099989714652	GOTERM_BP_ALL	GO:0048519:negative regulation of biological process	3	27.27272727272727	0.615926512504225	8	4623	16792	1.3621025308241401	1.0	0.9999999878048329	99.99996636927243	627,1813,6571	BDNF,DRD2,SLC18A2
1	1.25099989714652	GOTERM_BP_ALL	GO:0065007:biological regulation	6	54.54545454545454	0.6190465966587295	8	11548	16792	1.0905784551437478	1.0	0.9999999846888957	99.99997038185407	5173,118987,627,1813,6571,3760	PDYN,PDZD8,BDNF,DRD2,SLC18A2,KCNJ3
1	1.25099989714652	GOTERM_MF_ALL	GO:0005488:binding	7	63.63636363636363	0.7219129111988303	8	14381	16881	1.027110423475419	1.0	1.0	99.99994485903818	5173,118987,1644,627,1813,255239,3760	PDYN,PDZD8,DDC,BDNF,DRD2,ANKK1,KCNJ3
1	1.25099989714652	GOTERM_MF_ALL	GO:0005515:protein binding	5	45.45454545454545	0.7836100234743317	8	10806	16881	0.9763672959466962	1.0	1.0	99.99999672834056	5173,1644,627,1813,3760	PDYN,DDC,BDNF,DRD2,KCNJ3
1	1.25099989714652	GOTERM_BP_ALL	GO:0009058:biosynthetic process	3	27.27272727272727	0.8083906084924503	8	6320	16792	0.9963607594936709	1.0	0.9999999999997446	99.9999999993351	1644,1813,6571	DDC,DRD2,SLC18A2
1	1.25099989714652	GOTERM_CC_ALL	GO:0005737:cytoplasm	4	36.36363636363637	0.8085269287640152	7	10775	18224	0.9664700033145507	1.0	0.990886723952096	99.99999917485462	1644,627,1813,6571	DDC,BDNF,DRD2,SLC18A2
1	1.25099989714652	GOTERM_CC_ALL	GO:0043231:intracellular membrane-bounded organelle	4	36.36363636363637	0.8283811749386222	7	11035	18224	0.943698621269985	1.0	0.9924083944132418	99.99999975945373	1644,627,1813,6571	DDC,BDNF,DRD2,SLC18A2
1	1.25099989714652	GOTERM_CC_ALL	GO:0005622:intracellular	5	45.45454545454545	0.8751667370910173	7	14216	18224	0.9156684620950238	1.0	0.9963684513192358	99.99999999332154	118987,1644,627,1813,6571	PDZD8,DDC,BDNF,DRD2,SLC18A2
1	1.25099989714652	GOTERM_CC_ALL	GO:0043229:intracellular organelle	4	36.36363636363637	0.8971487352430393	7	12099	18224	0.8607086772224387	1.0	0.9974995646621667	99.99999999924582	1644,627,1813,6571	DDC,BDNF,DRD2,SLC18A2
1	1.25099989714652	GOTERM_CC_ALL	GO:0043227:membrane-bounded organelle	4	36.36363636363637	0.9031006028030126	7	12209	18224	0.8529539098791289	1.0	0.9975260150639969	99.99999999961454	1644,627,1813,6571	DDC,BDNF,DRD2,SLC18A2
1	1.25099989714652	GOTERM_BP_ALL	GO:0044237:cellular metabolic process	4	36.36363636363637	0.9109132715569488	8	10202	16792	0.8229758870809646	1.0	1.0	100.0	1644,1813,6571,255239	DDC,DRD2,SLC18A2,ANKK1
1	1.25099989714652	GOTERM_CC_ALL	GO:0043226:organelle	4	36.36363636363637	0.9455344893679372	7	13154	18224	0.791676621994396	1.0	0.9993307202447772	99.99999999999942	1644,627,1813,6571	DDC,BDNF,DRD2,SLC18A2
1	1.25099989714652	GOTERM_BP_ALL	GO:0008152:metabolic process	4	36.36363636363637	0.9505294628217125	8	11075	16792	0.7581038374717833	1.0	1.0	100.0	1644,1813,6571,255239	DDC,DRD2,SLC18A2,ANKK1
1	1.25099989714652	GOTERM_CC_ALL	GO:0044424:intracellular part	4	36.36363636363637	0.9677123384774371	7	13860	18224	0.7513502370645228	1.0	0.9997810411298064	100.0	1644,627,1813,6571	DDC,BDNF,DRD2,SLC18A2
1	1.25099989714652	GOTERM_BP_ALL	GO:0044238:primary metabolic process	3	27.27272727272727	0.9836193094217358	8	10243	16792	0.6147613004002734	1.0	1.0	100.0	1644,1813,255239	DDC,DRD2,ANKK1
1	1.25099989714652	GOTERM_BP_ALL	GO:0071704:organic substance metabolic process	3	27.27272727272727	0.9890867541195858	8	10707	16792	0.5881199215466517	1.0	1.0	100.0	1644,1813,255239	DDC,DRD2,ANKK1
2	0.442424198700281	GOTERM_BP_ALL	GO:0048856:anatomical structure development	5	45.45454545454545	0.1620658118449067	8	5473	16792	1.9175954686643524	1.0	0.9998480061234205	93.63352791299704	118987,1644,627,1813,6571	PDZD8,DDC,BDNF,DRD2,SLC18A2
2	0.442424198700281	GOTERM_BP_ALL	GO:0032502:developmental process	5	45.45454545454545	0.17643760436167813	8	5632	16792	1.8634588068181819	1.0	0.9996281389626845	95.13740321902637	118987,1644,627,1813,6571	PDZD8,DDC,BDNF,DRD2,SLC18A2
